Division,District,Upazila,Market,Commodity,Price Type,Year,Lowest Price,Highest Price,Average Price
Rajshahi,Pabna,Pabna Sadar,Pabna Sadar,Sugar (Imported),Retail,2018,51.39,52.52,51.95
Rajshahi,Pabna,Pabna Sadar,Pabna Sadar,Sugar (Imported),Retail,2019,52.88,54.43,53.65
Rajshahi,Pabna,Pabna Sadar,Pabna Sadar,Sugar (Imported),Retail,2020,59.61,60.82,60.21
Rajshahi,Pabna,Pabna Sadar,Pabna Sadar,Sugar (Imported),Wholesale,2018,"4,966.19","5,050.82","5,008.50"
Rajshahi,Pabna,Pabna Sadar,Pabna Sadar,Sugar (Imported),Wholesale,2019,"5,092.49","5,218.47","5,155.48"
Rajshahi,Pabna,Pabna Sadar,Pabna Sadar,Sugar (Imported),Wholesale,2020,"5,781.60","5,870.44","5,826.02"
Barisal,Patuakhali,Patuakhali Sadar,Patuakhali Sadar,Sugar (Imported),Retail,2018,54,55,54.5
Barisal,Patuakhali,Patuakhali Sadar,Patuakhali Sadar,Sugar (Imported),Wholesale,2018,"5,000.00","5,100.00","5,050.00"
Barisal,Pirojpur,Pirojpur Sadar,Pirojpur Sadar,Sugar (Imported),Retail,2019,58.98,59.98,59.48
Barisal,Pirojpur,Pirojpur Sadar,Pirojpur Sadar,Sugar (Imported),Retail,2020,61.38,62.82,62.1
Barisal,Pirojpur,Pirojpur Sadar,Pirojpur Sadar,Sugar (Imported),Wholesale,2019,"5,582.62","5,625.32","5,603.97"
Barisal,Pirojpur,Pirojpur Sadar,Pirojpur Sadar,Sugar (Imported),Wholesale,2020,"5,805.34","5,918.47","5,861.90"
Dhaka,Rajbari,Rajbari Sadar,Rajbari Sadar,Sugar (Imported),Retail,2020,59.73,61.55,60.64
Dhaka,Rajbari,Rajbari Sadar,Rajbari Sadar,Sugar (Imported),Wholesale,2020,"5,729.85","5,902.24","5,816.04"
Chittagong,Rangamati,Kawkhali,Kaptai,Sugar (Imported),Retail,2018,56.14,57.51,56.82
Chittagong,Rangamati,Kawkhali,Kaptai,Sugar (Imported),Wholesale,2018,"5,223.65","5,350.68","5,287.16"
Chittagong,Rangamati,Rangamati Sadar,Rangamati Sadar,Sugar (Imported),Retail,2018,55.66,56.88,56.27
Chittagong,Rangamati,Rangamati Sadar,Rangamati Sadar,Sugar (Imported),Retail,2019,55.39,56.55,55.97
Chittagong,Rangamati,Rangamati Sadar,Rangamati Sadar,Sugar (Imported),Retail,2020,61.79,63.53,62.66
Chittagong,Rangamati,Rangamati Sadar,Rangamati Sadar,Sugar (Imported),Wholesale,2018,"5,206.84","5,306.84","5,256.84"
Chittagong,Rangamati,Rangamati Sadar,Rangamati Sadar,Sugar (Imported),Wholesale,2019,"5,211.52","5,311.52","5,261.52"
Chittagong,Rangamati,Rangamati Sadar,Rangamati Sadar,Sugar (Imported),Wholesale,2020,"5,646.99","5,855.64","5,751.32"
Khulna,Satkhira,Satkhira Sadar,Satkhira Sadar,Sugar (Imported),Retail,2018,51.87,52.87,52.37
Khulna,Satkhira,Satkhira Sadar,Satkhira Sadar,Sugar (Imported),Retail,2019,53.61,54.61,54.11
Khulna,Satkhira,Satkhira Sadar,Satkhira Sadar,Sugar (Imported),Retail,2020,60.35,61.35,60.85
Khulna,Satkhira,Satkhira Sadar,Satkhira Sadar,Sugar (Imported),Wholesale,2018,"4,992.77","5,083.13","5,037.95"
Khulna,Satkhira,Satkhira Sadar,Satkhira Sadar,Sugar (Imported),Wholesale,2019,"5,165.35","5,262.66","5,214.00"
Khulna,Satkhira,Satkhira Sadar,Satkhira Sadar,Sugar (Imported),Wholesale,2020,"5,821.14","5,911.99","5,866.57"
Dhaka,Shariatpur,Shariatpur Sadar,Shariatpur Sadar,Sugar (Imported),Retail,2018,53.44,54.75,54.1
Dhaka,Shariatpur,Shariatpur Sadar,Shariatpur Sadar,Sugar (Imported),Retail,2019,55.82,57.37,56.59
Dhaka,Shariatpur,Shariatpur Sadar,Shariatpur Sadar,Sugar (Imported),Retail,2020,61.49,62.91,62.2
Dhaka,Shariatpur,Shariatpur Sadar,Shariatpur Sadar,Sugar (Imported),Wholesale,2018,"5,103.37","5,198.88","5,151.12"
Dhaka,Shariatpur,Shariatpur Sadar,Shariatpur Sadar,Sugar (Imported),Wholesale,2019,"5,199.39","5,318.90","5,259.15"
Dhaka,Shariatpur,Shariatpur Sadar,Shariatpur Sadar,Sugar (Imported),Wholesale,2020,"5,912.50","6,032.35","5,972.43"
Dhaka,Sherpur,Sherpur Sadar,Sherpur Sadar,Sugar (Imported),Retail,2018,53.32,55.13,54.22
Dhaka,Sherpur,Sherpur Sadar,Sherpur Sadar,Sugar (Imported),Retail,2019,56.84,58.52,57.68
Dhaka,Sherpur,Sherpur Sadar,Sherpur Sadar,Sugar (Imported),Retail,2020,61.48,63.31,62.39
Dhaka,Sherpur,Sherpur Sadar,Sherpur Sadar,Sugar (Imported),Wholesale,2018,"4,971.70","5,034.79","5,003.24"
Dhaka,Sherpur,Sherpur Sadar,Sherpur Sadar,Sugar (Imported),Wholesale,2019,"5,340.48","5,366.03","5,353.25"
Dhaka,Sherpur,Sherpur Sadar,Sherpur Sadar,Sugar (Imported),Wholesale,2020,"5,754.98","5,787.80","5,771.39"
Rajshahi,Sirajgonj,Sirajgonj Sadar,Sirajgonj Sadar,Sugar (Imported),Retail,2018,51.19,52.89,52.04
Rajshahi,Sirajgonj,Sirajgonj Sadar,Sirajgonj Sadar,Sugar (Imported),Retail,2019,53.2,54.79,54
Rajshahi,Sirajgonj,Sirajgonj Sadar,Sirajgonj Sadar,Sugar (Imported),Retail,2020,60.22,62.07,61.14
Rajshahi,Sirajgonj,Sirajgonj Sadar,Sirajgonj Sadar,Sugar (Imported),Wholesale,2018,"4,865.25","4,930.95","4,898.10"
Rajshahi,Sirajgonj,Sirajgonj Sadar,Sirajgonj Sadar,Sugar (Imported),Wholesale,2019,"5,087.05","5,169.84","5,128.45"
Rajshahi,Sirajgonj,Sirajgonj Sadar,Sirajgonj Sadar,Sugar (Imported),Wholesale,2020,"5,762.26","6,039.29","5,900.77"
Sylhet,Sylhet,Sylhet Sadar,Sylhet Sadar,Sugar (Imported),Retail,2018,50.95,52.94,51.95
Sylhet,Sylhet,Sylhet Sadar,Sylhet Sadar,Sugar (Imported),Retail,2019,52.77,54.64,53.7
Sylhet,Sylhet,Sylhet Sadar,Sylhet Sadar,Sugar (Imported),Retail,2020,61.03,62.96,61.99
Sylhet,Sylhet,Sylhet Sadar,Sylhet Sadar,Sugar (Imported),Wholesale,2018,"4,841.88","4,874.44","4,858.16"
Sylhet,Sylhet,Sylhet Sadar,Sylhet Sadar,Sugar (Imported),Wholesale,2019,"5,042.05","5,067.87","5,054.96"
Sylhet,Sylhet,Sylhet Sadar,Sylhet Sadar,Sugar (Imported),Wholesale,2020,"5,766.06","5,805.72","5,785.89"
Rangpur,Thakurgaon,Thakurgaon Sadar,Thakurgaon Sadar,Sugar (Imported),Retail,2018,52.78,54.78,53.78
Rangpur,Thakurgaon,Thakurgaon Sadar,Thakurgaon Sadar,Sugar (Imported),Retail,2019,52.72,54.72,53.72
Rangpur,Thakurgaon,Thakurgaon Sadar,Thakurgaon Sadar,Sugar (Imported),Retail,2020,61.58,63.56,62.57
Rangpur,Thakurgaon,Thakurgaon Sadar,Thakurgaon Sadar,Sugar (Imported),Wholesale,2018,"4,944.47","5,144.47","5,044.47"
Rangpur,Thakurgaon,Thakurgaon Sadar,Thakurgaon Sadar,Sugar (Imported),Wholesale,2019,"5,110.80","5,268.78","5,189.79"
Rangpur,Thakurgaon,Thakurgaon Sadar,Thakurgaon Sadar,Sugar (Imported),Wholesale,2020,"5,945.45","6,133.60","6,039.53"
Khulna,Bagerhat,Bagerhat Sadar,Bagerhat Sadar,Sugar (Imported),Retail,2021,71.79,73.26,72.53
Khulna,Bagerhat,Bagerhat Sadar,Bagerhat Sadar,Sugar (Imported),Retail,2022,86.18,87.5,86.84
Khulna,Bagerhat,Bagerhat Sadar,Bagerhat Sadar,Sugar (Imported),Retail,2023,117.64,119.5,118.57
Khulna,Bagerhat,Bagerhat Sadar,Bagerhat Sadar,Sugar (Imported),Wholesale,2021,"6,934.81","6,952.10","6,943.46"
Khulna,Bagerhat,Bagerhat Sadar,Bagerhat Sadar,Sugar (Imported),Wholesale,2022,"8,387.50","8,414.06","8,400.78"
Khulna,Bagerhat,Bagerhat Sadar,Bagerhat Sadar,Sugar (Imported),Wholesale,2023,"11,507.73","11,537.90","11,522.82"
Chittagong,Bandarban,Bandarban Sadar,Bandarban Sadar,Sugar (Imported),Retail,2021,69.97,71.51,70.74
Chittagong,Bandarban,Bandarban Sadar,Bandarban Sadar,Sugar (Imported),Retail,2022,85.07,87.1,86.09
Chittagong,Bandarban,Bandarban Sadar,Bandarban Sadar,Sugar (Imported),Retail,2023,118.75,121.06,119.9
Chittagong,Bandarban,Bandarban Sadar,Bandarban Sadar,Sugar (Imported),Wholesale,2021,"6,735.06","6,869.72","6,802.39"
Chittagong,Bandarban,Bandarban Sadar,Bandarban Sadar,Sugar (Imported),Wholesale,2022,"6,353.11","6,482.31","6,417.71"
Chittagong,Bandarban,Bandarban Sadar,Bandarban Sadar,Sugar (Imported),Wholesale,2023,"5,445.91","5,521.07","5,483.49"
Barisal,Barguna,Barguna Sadar,Barguna Sadar,Sugar (Imported),Retail,2021,72.48,73.91,73.19
Barisal,Barguna,Barguna Sadar,Barguna Sadar,Sugar (Imported),Retail,2022,86.49,88.31,87.4
Barisal,Barguna,Barguna Sadar,Barguna Sadar,Sugar (Imported),Retail,2023,118.96,120.68,119.82
Barisal,Barguna,Barguna Sadar,Barguna Sadar,Sugar (Imported),Wholesale,2021,"6,920.00","6,976.01","6,948.00"
Barisal,Barguna,Barguna Sadar,Barguna Sadar,Sugar (Imported),Wholesale,2022,"10,246.71","10,394.08","10,320.39"
Barisal,Barguna,Barguna Sadar,Barguna Sadar,Sugar (Imported),Wholesale,2023,"11,475.44","11,612.72","11,544.08"
Rajshahi,Bogra,Bogra Sadar,Bogra Sadar,Sugar (Imported),Retail,2021,66.46,67.86,67.16
Rajshahi,Bogra,Bogra Sadar,Bogra Sadar,Sugar (Imported),Wholesale,2021,"6,470.34","6,570.76","6,520.55"
Chittagong,Chandpur,Chandpur Sadar,Chandpur Sadar,Sugar (Imported),Retail,2021,74.68,76.39,75.53
Chittagong,Chandpur,Chandpur Sadar,Chandpur Sadar,Sugar (Imported),Retail,2022,83.89,85.65,84.77
Chittagong,Chandpur,Chandpur Sadar,Chandpur Sadar,Sugar (Imported),Retail,2023,117.91,120.92,119.41
Chittagong,Chandpur,Chandpur Sadar,Chandpur Sadar,Sugar (Imported),Wholesale,2021,"7,151.58","7,240.44","7,196.01"
Chittagong,Chandpur,Chandpur Sadar,Chandpur Sadar,Sugar (Imported),Wholesale,2022,"7,862.14","8,105.12","7,983.63"
Chittagong,Chandpur,Chandpur Sadar,Chandpur Sadar,Sugar (Imported),Wholesale,2023,"11,193.88","11,482.65","11,338.27"
Chittagong,Chittagong,Chittagong Sadar,Chittagong Sadar,Sugar (Imported),Retail,2021,70.23,71.84,71.04
Chittagong,Chittagong,Chittagong Sadar,Chittagong Sadar,Sugar (Imported),Retail,2022,85.68,87.79,86.73
Chittagong,Chittagong,Chittagong Sadar,Chittagong Sadar,Sugar (Imported),Retail,2023,118.78,121.34,120.06
Chittagong,Chittagong,Chittagong Sadar,Chittagong Sadar,Sugar (Imported),Wholesale,2021,"6,694.82","6,771.39","6,733.10"
Chittagong,Chittagong,Chittagong Sadar,Chittagong Sadar,Sugar (Imported),Wholesale,2022,"8,133.48","8,210.00","8,171.74"
Chittagong,Chittagong,Chittagong Sadar,Chittagong Sadar,Sugar (Imported),Wholesale,2023,"11,293.97","11,398.71","11,346.34"
Chittagong,Chittagong,Patiya,Patiya Sadar,Sugar (Imported),Retail,2021,60.56,65.83,63.19
Chittagong,Chittagong,Patiya,Patiya Sadar,Sugar (Imported),Wholesale,2021,"5,583.33","5,977.78","5,780.56"
Khulna,Chuadanga,Chuadanga Sadar,Chuadanga Sadar,Sugar (Imported),Retail,2021,64.82,66.73,65.78
Khulna,Chuadanga,Chuadanga Sadar,Chuadanga Sadar,Sugar (Imported),Wholesale,2021,"6,312.50","6,425.00","6,368.75"
Chittagong,Comilla,Comilla Sadar,Comilla Sadar,Sugar (Imported),Retail,2021,71.55,73.3,72.42
Chittagong,Comilla,Comilla Sadar,Comilla Sadar,Sugar (Imported),Retail,2022,86.59,89,87.8
Chittagong,Comilla,Comilla Sadar,Comilla Sadar,Sugar (Imported),Retail,2023,118.17,119.98,119.08
Chittagong,Comilla,Comilla Sadar,Comilla Sadar,Sugar (Imported),Wholesale,2021,"6,778.58","6,826.83","6,802.70"
Chittagong,Comilla,Comilla Sadar,Comilla Sadar,Sugar (Imported),Wholesale,2022,"8,231.15","8,277.24","8,254.20"
Chittagong,Comilla,Comilla Sadar,Comilla Sadar,Sugar (Imported),Wholesale,2023,"11,222.18","11,307.56","11,264.87"
Chittagong,Cox`s Bazar,Cox`s Bazar Sadar,Cox`s Bazar Sadar,Sugar (Imported),Retail,2021,70.03,71.94,70.98
Chittagong,Cox`s Bazar,Cox`s Bazar Sadar,Cox`s Bazar Sadar,Sugar (Imported),Retail,2022,85.38,87.32,86.35
Chittagong,Cox`s Bazar,Cox`s Bazar Sadar,Cox`s Bazar Sadar,Sugar (Imported),Retail,2023,116.69,118.59,117.64
Chittagong,Cox`s Bazar,Cox`s Bazar Sadar,Cox`s Bazar Sadar,Sugar (Imported),Wholesale,2021,"6,753.08","6,905.69","6,829.38"
Chittagong,Cox`s Bazar,Cox`s Bazar Sadar,Cox`s Bazar Sadar,Sugar (Imported),Wholesale,2022,"8,289.24","8,438.12","8,363.68"
Chittagong,Cox`s Bazar,Cox`s Bazar Sadar,Cox`s Bazar Sadar,Sugar (Imported),Wholesale,2023,"11,337.93","11,534.48","11,436.21"
Dhaka,Dhaka,Dhaka Sadar,Dhaka Sadar,Sugar (Imported),Retail,2021,70.93,72.87,71.9
Dhaka,Dhaka,Dhaka Sadar,Dhaka Sadar,Sugar (Imported),Retail,2022,85.8,87.96,86.88
Dhaka,Dhaka,Dhaka Sadar,Dhaka Sadar,Sugar (Imported),Retail,2023,118.38,121.16,119.77
Dhaka,Dhaka,Dhaka Sadar,Dhaka Sadar,Sugar (Imported),Wholesale,2021,"6,740.25","6,816.39","6,778.32"
Dhaka,Dhaka,Dhaka Sadar,Dhaka Sadar,Sugar (Imported),Wholesale,2022,"8,158.82","8,273.11","8,215.97"
Dhaka,Dhaka,Dhaka Sadar,Dhaka Sadar,Sugar (Imported),Wholesale,2023,"11,341.51","11,434.03","11,387.77"
Dhaka,Faridpur,Faridpur Sadar,Faridpur Sadar,Sugar (Imported),Retail,2021,71.91,73.63,72.77
Dhaka,Faridpur,Faridpur Sadar,Faridpur Sadar,Sugar (Imported),Retail,2022,86.88,88.69,87.78
Dhaka,Faridpur,Faridpur Sadar,Faridpur Sadar,Sugar (Imported),Retail,2023,118.53,121.19,119.86
Dhaka,Faridpur,Faridpur Sadar,Faridpur Sadar,Sugar (Imported),Wholesale,2021,"6,922.26","6,946.69","6,934.48"
Dhaka,Faridpur,Faridpur Sadar,Faridpur Sadar,Sugar (Imported),Wholesale,2022,"8,407.82","8,489.40","8,448.61"
Dhaka,Faridpur,Faridpur Sadar,Faridpur Sadar,Sugar (Imported),Wholesale,2023,"11,502.31","11,594.21","11,548.26"
Chittagong,Feni,Feni Sadar,Feni Sadar,Sugar (Imported),Retail,2021,70.31,71.63,70.97
Chittagong,Feni,Feni Sadar,Feni Sadar,Sugar (Imported),Retail,2022,85.62,87.15,86.38
Chittagong,Feni,Feni Sadar,Feni Sadar,Sugar (Imported),Retail,2023,117.16,118.81,117.98
Chittagong,Feni,Feni Sadar,Feni Sadar,Sugar (Imported),Wholesale,2021,"6,766.79","6,799.76","6,783.27"
Chittagong,Feni,Feni Sadar,Feni Sadar,Sugar (Imported),Wholesale,2022,"8,210.45","8,239.88","8,225.16"
Chittagong,Feni,Feni Sadar,Feni Sadar,Sugar (Imported),Wholesale,2023,"11,314.70","11,352.87","11,333.78"
Rangpur,Gaibandha,Gaibandha Sadar,Gaibandha Sadar,Sugar (Imported),Retail,2021,70.99,73.03,72.01
Rangpur,Gaibandha,Gaibandha Sadar,Gaibandha Sadar,Sugar (Imported),Retail,2022,85.73,87.74,86.73
Rangpur,Gaibandha,Gaibandha Sadar,Gaibandha Sadar,Sugar (Imported),Retail,2023,118.4,120.43,119.41
Rangpur,Gaibandha,Gaibandha Sadar,Gaibandha Sadar,Sugar (Imported),Wholesale,2021,"6,812.26","6,853.27","6,832.76"
Rangpur,Gaibandha,Gaibandha Sadar,Gaibandha Sadar,Sugar (Imported),Wholesale,2022,"8,282.20","16,356.45","12,319.33"
Rangpur,Gaibandha,Gaibandha Sadar,Gaibandha Sadar,Sugar (Imported),Wholesale,2023,"11,426.18","11,475.61","11,450.89"
Dhaka,Gazipur,Gazipur Sadar,Gazipur Sadar,Sugar (Imported),Retail,2021,71.52,73.14,72.33
Dhaka,Gazipur,Gazipur Sadar,Gazipur Sadar,Sugar (Imported),Retail,2022,85.91,88.09,87
Dhaka,Gazipur,Gazipur Sadar,Gazipur Sadar,Sugar (Imported),Retail,2023,119.97,121.94,120.95
Dhaka,Gazipur,Gazipur Sadar,Gazipur Sadar,Sugar (Imported),Wholesale,2021,"6,771.85","6,868.40","6,820.12"
Dhaka,Gazipur,Gazipur Sadar,Gazipur Sadar,Sugar (Imported),Wholesale,2022,"8,065.37","8,197.77","8,131.57"
Dhaka,Gazipur,Gazipur Sadar,Gazipur Sadar,Sugar (Imported),Wholesale,2023,"11,336.44","11,436.44","11,386.44"
Dhaka,Gopalgonj,Gopalgonj Sadar,Gopalgonj Sadar,Sugar (Imported),Retail,2021,72.35,73.96,73.16
Dhaka,Gopalgonj,Gopalgonj Sadar,Gopalgonj Sadar,Sugar (Imported),Retail,2022,86.44,88.5,87.47
Dhaka,Gopalgonj,Gopalgonj Sadar,Gopalgonj Sadar,Sugar (Imported),Retail,2023,119.03,121.43,120.23
Dhaka,Gopalgonj,Gopalgonj Sadar,Gopalgonj Sadar,Sugar (Imported),Wholesale,2021,"6,878.00","6,979.20","6,928.60"
Dhaka,Gopalgonj,Gopalgonj Sadar,Gopalgonj Sadar,Sugar (Imported),Wholesale,2022,"8,344.63","8,444.63","8,394.63"
Dhaka,Gopalgonj,Gopalgonj Sadar,Gopalgonj Sadar,Sugar (Imported),Wholesale,2023,"11,469.49","11,574.58","11,522.03"
Rajshahi,Jaipurhat,Jaipurhat Sadar,Jaipurhat Sadar,Sugar (Imported),Retail,2021,70.26,72.02,71.14
Rajshahi,Jaipurhat,Jaipurhat Sadar,Jaipurhat Sadar,Sugar (Imported),Retail,2022,84.81,87.44,86.13
Rajshahi,Jaipurhat,Jaipurhat Sadar,Jaipurhat Sadar,Sugar (Imported),Retail,2023,117.21,119.09,118.15
Rajshahi,Jaipurhat,Jaipurhat Sadar,Jaipurhat Sadar,Sugar (Imported),Wholesale,2021,"6,820.00","6,997.96","6,908.98"
Rajshahi,Jaipurhat,Jaipurhat Sadar,Jaipurhat Sadar,Sugar (Imported),Wholesale,2022,"8,252.46","8,400.41","8,326.43"
Rajshahi,Jaipurhat,Jaipurhat Sadar,Jaipurhat Sadar,Sugar (Imported),Wholesale,2023,"11,476.92","11,682.91","11,579.91"
Dhaka,Jamalpur,Jamalpur Sadar,Jamalpur Sadar,Sugar (Imported),Retail,2021,72.08,74.01,73.04
Dhaka,Jamalpur,Jamalpur Sadar,Jamalpur Sadar,Sugar (Imported),Retail,2022,85.94,87.67,86.81
Dhaka,Jamalpur,Jamalpur Sadar,Jamalpur Sadar,Sugar (Imported),Retail,2023,117.53,119.34,118.44
Dhaka,Jamalpur,Jamalpur Sadar,Jamalpur Sadar,Sugar (Imported),Wholesale,2021,"6,898.43","6,922.12","6,910.27"
Dhaka,Jamalpur,Jamalpur Sadar,Jamalpur Sadar,Sugar (Imported),Wholesale,2022,"9,227.86","9,315.25","9,271.55"
Dhaka,Jamalpur,Jamalpur Sadar,Jamalpur Sadar,Sugar (Imported),Wholesale,2023,"11,434.48","13,270.95","12,352.72"
Khulna,Jessore,Jessore Sadar,Jessore Sadar,Sugar (Imported),Retail,2021,71.49,73.07,72.28
Khulna,Jessore,Jessore Sadar,Jessore Sadar,Sugar (Imported),Retail,2022,85.75,87.37,86.56
Khulna,Jessore,Jessore Sadar,Jessore Sadar,Sugar (Imported),Retail,2023,117.69,120.37,119.03
Khulna,Jessore,Jessore Sadar,Jessore Sadar,Sugar (Imported),Wholesale,2021,"6,891.98","6,957.53","6,924.75"
Khulna,Jessore,Jessore Sadar,Jessore Sadar,Sugar (Imported),Wholesale,2022,"8,348.67","8,415.69","8,382.18"
Khulna,Jessore,Jessore Sadar,Jessore Sadar,Sugar (Imported),Wholesale,2023,"11,451.02","11,528.56","11,489.79"
Barisal,Jhalokati,Jhalokati Sadar,Jhalokati Sadar,Sugar (Imported),Retail,2021,71.5,72.72,72.11
Barisal,Jhalokati,Jhalokati Sadar,Jhalokati Sadar,Sugar (Imported),Retail,2022,83.46,84.9,84.18
Barisal,Jhalokati,Jhalokati Sadar,Jhalokati Sadar,Sugar (Imported),Retail,2023,115.15,117.42,116.28
Barisal,Jhalokati,Jhalokati Sadar,Jhalokati Sadar,Sugar (Imported),Wholesale,2021,"6,814.49","6,904.98","6,859.74"
Barisal,Jhalokati,Jhalokati Sadar,Jhalokati Sadar,Sugar (Imported),Wholesale,2022,"8,022.75","8,127.30","8,075.02"
Barisal,Jhalokati,Jhalokati Sadar,Jhalokati Sadar,Sugar (Imported),Wholesale,2023,"10,937.29","11,119.49","11,028.39"
Khulna,Jhinaidah,Jhenaidah Sadar,Jhenaidah Sadar,Sugar (Imported),Retail,2021,71.77,73.22,72.49
Khulna,Jhinaidah,Jhenaidah Sadar,Jhenaidah Sadar,Sugar (Imported),Retail,2022,80.15,80.53,80.34
Khulna,Jhinaidah,Jhenaidah Sadar,Jhenaidah Sadar,Sugar (Imported),Retail,2023,108.95,109.03,108.99
Khulna,Jhinaidah,Jhenaidah Sadar,Jhenaidah Sadar,Sugar (Imported),Wholesale,2021,"6,896.26","6,923.66","6,909.96"
Khulna,Jhinaidah,Jhenaidah Sadar,Jhenaidah Sadar,Sugar (Imported),Wholesale,2022,"7,751.34","7,770.02","7,760.68"
Khulna,Jhinaidah,Jhenaidah Sadar,Jhenaidah Sadar,Sugar (Imported),Wholesale,2023,"10,692.27","10,704.20","10,698.24"
Chittagong,Khagrachari,Khagrachari Sadar,Khagrachari Sadar,Sugar (Imported),Retail,2021,69.84,72.2,71.02
Chittagong,Khagrachari,Khagrachari Sadar,Khagrachari Sadar,Sugar (Imported),Retail,2022,76.53,80,78.26
Chittagong,Khagrachari,Khagrachari Sadar,Khagrachari Sadar,Sugar (Imported),Retail,2023,130.54,132.41,131.47
Chittagong,Khagrachari,Khagrachari Sadar,Khagrachari Sadar,Sugar (Imported),Wholesale,2021,"6,647.28","6,811.30","6,729.29"
Chittagong,Khagrachari,Khagrachari Sadar,Khagrachari Sadar,Sugar (Imported),Wholesale,2022,"7,400.00","7,526.27","7,463.14"
Chittagong,Khagrachari,Khagrachari Sadar,Khagrachari Sadar,Sugar (Imported),Wholesale,2023,"12,727.03","12,827.03","12,777.03"
Dhaka,Kishorgonj,Kishoregonj Sadar,Kishoregonj Sadar,Sugar (Imported),Retail,2021,70.11,71.66,70.89
Dhaka,Kishorgonj,Kishoregonj Sadar,Kishoregonj Sadar,Sugar (Imported),Retail,2022,84.64,86.06,85.35
Dhaka,Kishorgonj,Kishoregonj Sadar,Kishoregonj Sadar,Sugar (Imported),Retail,2023,115.93,117.73,116.83
Dhaka,Kishorgonj,Kishoregonj Sadar,Kishoregonj Sadar,Sugar (Imported),Wholesale,2021,"6,787.31","6,875.71","6,831.51"
Dhaka,Kishorgonj,Kishoregonj Sadar,Kishoregonj Sadar,Sugar (Imported),Wholesale,2022,"8,239.63","8,337.33","8,288.48"
Dhaka,Kishorgonj,Kishoregonj Sadar,Kishoregonj Sadar,Sugar (Imported),Wholesale,2023,"11,336.44","11,488.98","11,412.71"
Rangpur,Kurigram,Kurigram Sadar,Kurigram Sadar,Sugar (Imported),Retail,2021,69.78,72.57,71.17
Rangpur,Kurigram,Kurigram Sadar,Kurigram Sadar,Sugar (Imported),Retail,2022,84.98,87.47,86.22
Rangpur,Kurigram,Kurigram Sadar,Kurigram Sadar,Sugar (Imported),Retail,2023,116.58,118.83,117.71
Rangpur,Kurigram,Kurigram Sadar,Kurigram Sadar,Sugar (Imported),Wholesale,2021,"6,722.93","6,884.30","6,803.62"
Rangpur,Kurigram,Kurigram Sadar,Kurigram Sadar,Sugar (Imported),Wholesale,2022,"8,234.78","8,371.55","8,303.16"
Rangpur,Kurigram,Kurigram Sadar,Kurigram Sadar,Sugar (Imported),Wholesale,2023,"11,404.20","11,451.81","11,428.00"
Khulna,Kushtia,Kushtia Sadar,Kushtia Sadar,Sugar (Imported),Retail,2021,71.15,72.53,71.84
Khulna,Kushtia,Kushtia Sadar,Kushtia Sadar,Sugar (Imported),Retail,2022,75,76.15,75.57
Khulna,Kushtia,Kushtia Sadar,Kushtia Sadar,Sugar (Imported),Wholesale,2021,"6,789.50","6,864.50","6,827.00"
Khulna,Kushtia,Kushtia Sadar,Kushtia Sadar,Sugar (Imported),Wholesale,2022,"7,247.96","7,284.81","7,266.39"
Rangpur,Lalmonirhat,Lalmonirhat Sadar,Lalmonirhat Sadar,Sugar (Imported),Retail,2021,70.72,72.17,71.44
Rangpur,Lalmonirhat,Lalmonirhat Sadar,Lalmonirhat Sadar,Sugar (Imported),Retail,2022,85.31,86.7,86.01
Rangpur,Lalmonirhat,Lalmonirhat Sadar,Lalmonirhat Sadar,Sugar (Imported),Retail,2023,116.57,118.25,117.41
Rangpur,Lalmonirhat,Lalmonirhat Sadar,Lalmonirhat Sadar,Sugar (Imported),Wholesale,2021,"6,625.65","6,664.76","6,645.20"
Rangpur,Lalmonirhat,Lalmonirhat Sadar,Lalmonirhat Sadar,Sugar (Imported),Wholesale,2022,"8,273.72","8,299.88","8,286.80"
Rangpur,Lalmonirhat,Lalmonirhat Sadar,Lalmonirhat Sadar,Sugar (Imported),Wholesale,2023,"11,229.75","11,255.79","11,242.77"
Chittagong,Laxmipur,Laxmipur Sadar,Laxmipur Sadar,Sugar (Imported),Retail,2021,72.05,73.84,72.94
Chittagong,Laxmipur,Laxmipur Sadar,Laxmipur Sadar,Sugar (Imported),Retail,2022,85.27,87.19,86.23
Chittagong,Laxmipur,Laxmipur Sadar,Laxmipur Sadar,Sugar (Imported),Retail,2023,119.21,122.25,120.73
Chittagong,Laxmipur,Laxmipur Sadar,Laxmipur Sadar,Sugar (Imported),Wholesale,2021,"6,798.62","6,888.45","6,843.53"
Chittagong,Laxmipur,Laxmipur Sadar,Laxmipur Sadar,Sugar (Imported),Wholesale,2022,"7,992.43","8,056.76","8,024.60"
Chittagong,Laxmipur,Laxmipur Sadar,Laxmipur Sadar,Sugar (Imported),Wholesale,2023,"11,129.17","11,275.00","11,202.08"
Dhaka,Madaripur,Madaripur Sadar,Madaripur Sadar,Sugar (Imported),Retail,2021,71.18,72.89,72.03
Dhaka,Madaripur,Madaripur Sadar,Madaripur Sadar,Sugar (Imported),Retail,2022,81.37,83.25,82.31
Dhaka,Madaripur,Madaripur Sadar,Madaripur Sadar,Sugar (Imported),Retail,2023,123.8,125.6,124.7
Dhaka,Madaripur,Madaripur Sadar,Madaripur Sadar,Sugar (Imported),Wholesale,2021,"6,838.25","6,937.61","6,887.93"
